id,fullname,address,phone_number,email,workplace,birthdate,registration_date,gender,income,expenses,credit,deposit
879,Lavrenteva Alexander V.,"from. Domodedovo, st. Darwin, d. 533, 082 893",+7 695 424 46 79,savelevignati@yandex.ru,"n. Nefedova, bul. Ermak, d. 69, 398 782",22605,41503,F,,78028,,
880,Sorokin Sergey Yefimovich,"Art. Uvarovo, w. School, d. 80, 087 428",8 263 166 14 50,stepanovignati@rambler.ru,"Norilsk, bul. Aviation, d. To 5/9. 4, 773,579",35516,43711,M,,101419,,1
881,Kazakova Elena Afanasyevna,"from. Kashhatau, nab. Ushakova, d. 21, 823 569",8 (297) 974-54-73,litkinvsemil@gmail.com,"Mr. Ketchenery, nab. Marx, d. 76 pp. 9, 255 949",25797,41500,F,,96565,,
882,Milovan Yevstigneyevich Lukin,"COFO Severobaykalsk pr. Ul'yanova, d. p 6/8. 4/7, 836,448",8 130 432 52 80,epifan_35@hotmail.com,"from. Voronezh, w. Troitskoe, d. 331 to. 2 200650",27175,41332,M,,89472,,
883,Marina P. Belyaeva,"Yakutsk, ALL. Aviation, d. 14 to. 7, 880,639",8 (659) 065-35-52,qhohlova@gmail.com,"Art. Mezen, nab. Orlovskaya, d. 60 k. 9, 995 300",36840,41758,F,,85936,,1
884,World Abramovich Rybakov,"Art. Chebarkul, w. Ulyanova, d. 317 p. 6/7, 405955",+7 (197) 315-5564,mir35@hotmail.com,"d. Khanty-Mansiysk, nab. 1 may, d. 86, 500 250",26601,41533,M,214233,61230,1,1
885,Maria Kozlova Askoldovna,"n. The bottom, ALL. Youth, d. 9/4, pp. 53, 398 147",83148463319,pelageja_90@yandex.ru,"of Vedeno, ALL. Kurchatova, d. 3, 641,740",25498,42523,F,149631,98950,1,
886,Comrade. Merkushev Ipat Vladilenovich,"d. Semlyachiki blvd. Haymarket, d. 9/6, 826 389",8 394 542 8506,shestakovataisija@gmail.com,"from. Yakhroma, nab. Civil, d. 93 in. 9/7, 133 968",27212,42645,M,187626,77238,1,
887,Taisiya Vasilyeva Valentinovna,"d. Chokurdakh, w. Ural, d. To 1/9. 16 851 657",8 (688) 999-98-15,vissarion1978@yahoo.com,"n. kirovsk (Lenin.) Emb. Alloyed, e. To 1/2. 730, 140 983",24148,42721,F,,77035,,1
888,Blokhin Sawa Efremovich,"COFO Goryachinsk, pr. Pioneer, d. to 3/2. 35 134 677",8 107 285 9424,stepan_72@rambler.ru,"d. Vyazma, w. Upland, d. 8 pp. 6/1 562531",24739,42593,M,239211,66834,1,1
889,Savin Ipat V.,"COFO Hassan, w. Enthusiasts, d. 7 pp. 6/9, 860,709",8 389 204 36 47,militsa1989@yahoo.com,"a. Nizhnevartovsk, w. Michurina, d. 65, 250361",25127,43758,M,232490,71618,1,1
890,Blinov Akulina A.,"n. Ketchenery, trans. Installers, d. 5, 479,699",81100541987,grigorevjakov@mail.ru,"Art. Yugorsk, bul. Cheriomushki, d. 8, p. 4, 072,650",33151,42962,F,,67133,,
891,Drozdov Thekla Albertovna,"k. Hunts-Mansyisk, pr. Metallurgov d. 1.2 pp. 59, 419 316",8 (347) 507-1954,proklisaev@rambler.ru,"Art. Host w. Northern, d. 6, 628996",36665,41999,F,,107012,,1
892,Agatha Feliksovna Savina,"COFO Slavgorod, pr. Krasnoznamenny, d. to 4/6. 4, 046,711",8 (128) 504-87-04,luka12@rambler.ru,"from. Lotoshino blvd. Ushakova, d. 9, 014 733",35112,41782,F,,77880,,1
893,Valery Karpov Arkadievna,"from. Gagarin, w. Ultra, d. To 5/9. 80 853 845",+7 092 356 16 60,beljakovhariton@gmail.com,"Art. Belorechensk, pr. Cool, d. 21, 558 755",32560,41458,F,,82104,,1
894,Ladimir Ilarionovich Sharapov,"Orel, etc.. Ryazan, d. 624 to. 66 055 461",8 034 403 47 19,onufri_83@hotmail.com,"from. Dolinsk, trans. 1 Maya, d. To 12. 6, 422385",25431,41089,M,,83885,,1
895,Antonín Filip Danilov,"Art. Shelekhov, trans. West, d. 6 k. 4/5, 159,507",8 177 125 27 72,aristarh_1986@hotmail.com,"n. Syktyvkar, trans. Lazo, d. 904 to. 6/3 480035",30322,42891,F,,85042,,
896,Trofim Mironov Davidovich,"d. Tyumen, st. Miner, d. To 6/5. 5, 378,558",8 (380) 826-4572,zahar_1999@gmail.com,"Art. Chegem, nab. Kol'tsov, d. 3/1 478219",33889,43091,M,219907,103184,1,
897,Kasian Isaev D.,"COFO Kropotkin (Krasnod.), trans. Queen, d. 9 k. 2/4, 277,948",8 650 983 29 59,sokrat_34@hotmail.com,"d. Arsenyev, ALL. Tchaikovsky, d. 2/6, 926 777",28090,42259,M,129645,92714,1,
898,Innocent Fomich Zhdanov,"a. The October (Chelyaba.), nab. Factory, d. 968, 164 182",+7 (648) 776-58-04,kornilovnikanor@hotmail.com,"n. Uvarovo, nab. Sport, d. 323 to. 30 881 272",31504,43277,M,,99633,,1
899,Bobylev Euphrosinia Eduardovna,"Art. Pechenga, bul. Kurchatova d. 660 pp. 82, 886 256",8 090 489 04 01,boris_1992@yahoo.com,"a. Taganrog, ALL. East, d. 3, 854,192",22569,43639,F,,67423,,1
900,Pankraty Dem'yanovich Gulyaev,"Korolev, bul. Building, d. 84 to. 17, 124 966",+7 (398) 558-12-01,olimpi_1987@yahoo.com,"Art. Serov, ALL. Azine, d. To 5/9. 56, 140296",24237,41649,M,166487,80944,1,1
901,Fedor balls Anufrievich,"d. Upper Tagil, nab. New, d. 2/6 p. 84, 467656",+79679004418,kliment2006@yandex.ru,"from. Novorossiysk, ALL. Shaumyan, d. 40 pp. 532, 427 147",25645,41219,M,,71644,,1
902,Simon G. Frolov,"from. Borzya, nab. Olympic, d. 2 pp. 226, 738 676",8 (578) 479-78-24,dmitrievalarisa@hotmail.com,"from. Nyazepetrovsk, pr. Vidradny, d. 503 to. 91, 546162",34845,41009,M,,80391,,1
903,Laura Vlasov Timofeevna,"a. Istra, ALL. Belyaev, d. 6, p. 3, 917,820",+76906646470,evstafizhdanov@rambler.ru,"Art. Tutonchana, ALL. Krasnodarskaya d. 1 296 634",37405,42470,F,237111,78188,1,
904,Merkushev Spiridon Frolovich,"a. Tambov, ALL. Kotchubey, d. 58 k. 3/5, 823,987",+76663037829,nesterovazinaida@rambler.ru,"p. Aldan, trans. Ivanovo, d. 319, 431 170",23984,41305,M,,71577,,
905,Valentina Kopylova L.,"n. of appearances, ul. Brick, d. 106 to. 75, 505 272",8 (466) 901-5264,tihonovpankrati@yandex.ru,"n. Verkhoyansk, nab. Working, d. 5/9 p. 1, 493441",36342,41545,F,,72670,,
906,Eugene Potapov Valerievna,"COFO Kulunda, nab. Soviet,. To 56. 9, 657 493",+7 715 847 8021,omironov@rambler.ru,"COFO Vladimir, pr. Vidradny, d. 98, 782 173",37445,43741,F,,100208,,
907,Yershov Valery Alekseevna,"from. Kotlas, nab. Berry, d. 796 pp. 64, 923 374",8 817 141 6774,pankrat_2006@mail.ru,"Art. Chermoz Str. Ural, d. 299, 117856",22973,42758,F,129347,79696,1,
908,Ignatov Galaktion Averyanovich,"n. Timashevsk, bul. Karbysheva, d. 934 to. 75 693 813",+7 192 725 59 32,shcherbakovborislav@hotmail.com,"a. Troitsky-Pechora, ALL. Darwin, d. To 62. 5, 714,007",33584,41110,M,,77346,,1
909,Evdokim Terent'evich Vlasov,"Art. Sarov (Mård.), Str. Trinity, d. 69 in. 29 026 448",+7 373 614 1752,irina43@rambler.ru,"Tuapse, bul. M.Gorky d. To 70. 5, 638,453",28681,41370,M,,108630,,
910,Yemelyanov Juliana D.,"COFO Kingisepp, w. Serafimovich, d. 4/7 in. 5/5, 081 043",89307643474,koshelevapollinari@gmail.com,"a. Pechenga, w. Taman, d. 73 p. 6/4 086762",37391,43440,F,,103428,,
911,Emilia Stanislavovna Vorobyova,"COFO Novorossiysk lane. Engels, d. 16 p. 4/1 440862",+7 (247) 063-81-48,demidjakovlev@yandex.ru,"Art. Tula, bul. 50 years of the Komsomol, d. 9, pp. 72, 187 039",28177,42371,F,,76485,,
912,Lavrentiev Jaropolk Vikentievich,"Art. Pushkin, w. Road, d. 1 k. 802 011 063",8 930 984 78 12,izot_80@yandex.ru,"Beloretsk, w. Chestnut, d. 4, 443,504",30323,42330,M,174839,75903,1,1
913,Konovalova Angela Vadimovna,"COFO Arkhyz lane. Mendeleyev, d. 894 to. 1 712 969",8 195 040 8292,iraida1980@hotmail.com,"d. Novomoskovsk, st. Driving, d. 825, 005 741",24071,41846,F,213954,91514,1,
914,Ratmir Dimitrijevic Saveliev,"from. Balaam Street. Southern, d. 92 p. 84, 458173",+77004129880,borislav_30@yahoo.com,"n. Galich, nab. Kutuzova, d. 63 p. 1, 349,011",22952,43544,M,,80179,,
915,Olga O. Sharov,"Temryuk, trans. Frunze, d. 78 p. 6, 603,048",8 (912) 460-36-15,slukin@hotmail.com,"d. Turuhansk Str. Pine, d. 9, pp. 55, 919 850",33830,41372,F,,84687,,
916,Larisa Kirillovna Fedoseyev,"from. Solnechnogorsk, nab. Esenina, d. 36 to. 52, 823 835",8 (581) 548-63-43,ovorobeva@hotmail.com,"of Kizel, nab. Budyonny, d. 713, 363 294",26106,42633,F,,81837,,1
917,Lydia Martynova Igorevna,"COFO St. Petersburg blvd. Chelyuskintsev d. 4 p. 899, 975576",+7 (141) 596-09-54,gshchukin@hotmail.com,"d. Kizhi lane. Schetinkina, d. 60 pp. 4/8 924387",27359,43118,F,,79233,,
918,Irina Andreeva Makarovna,"n. Tutonchana Str. Kosmodemyanskoy, d. 83 in. 2/8, 835 417",+7 728 314 30 77,safonovzahar@mail.ru,"Orenburg, bul. Nagorny, d. 855 pp. 552, 758 023",22761,41967,F,,88808,,
919,Gromov Thekla Valerievna,"n. Hosta, trans. Moon, d. 97 p. 4/2 250729",+7 334 147 79 12,kozloviosif@yandex.ru,"n. Gremyachinsk (Buryat-.) ALL. Khutorskaya, d. 56, 540 073",30729,42112,F,,98996,,1
920,Dmitriev Bazhen Yevstigneyevich,"from. Nevyansk, bul. Truth, d. To 801. 7 500 285",+7 (661) 419-95-07,pankrati_2013@yahoo.com,"d. Gus Crystal, bul. Aviation, d. 5/1 402404",30029,41596,M,,67860,,
921,Filatov Mark Davidovich,"n. Nakhodka, st. Harvest, d. 6/3 in. 67 644 816",8 205 333 4756,kotovmatve@hotmail.com,"n. Uglich, trans. Poor Damian, d. 24, p. 7, 364,223",26327,40926,M,,99662,,
922,Biryukova Ekaterina Stepanovna,"n. Severodvinsk, w. Alder, d. 6/2 pp. 923, 685 542",82874623358,agata_1988@yandex.ru,"d. Pinega, nab. Stepan Razin, d. 9/7, 704 633",32871,41194,F,,68431,,1
923,Shiryaev Galaktion Tarasovich,"from. Vedeno, bul. Zhukovskogo d. 5 to. 259, 222 231",+7 237 659 24 47,wkolesnikov@hotmail.com,"d. Aleksin, pr. cedar, d. 3, 071,611",27530,42456,M,,99541,,
924,Arkhipov Methodius Yakubovich,"COFO Alagir, bul. Rainbow, d. 250 to. 6/7 338451",8 690 691 9516,nikolaevegor@mail.ru,"Mr. Lotoshino, nab. Grandma, d. To 2/6. 7 248785",33132,43117,M,,64472,,
925,Danilov Fiers Fokich,"COFO Bologoe, trans. Cossack, d. 19, 497 284",8 (512) 765-2926,mihailefimov@rambler.ru,"n. Belgorod, pr. Tabloid, d. 3/9, 920,300",27317,41861,M,,91965,,1
926,Borislav Yulevich Ershov,"COFO Taldom, ave. pasture, d. 8 to. 40, 157403",8 (751) 118-9619,ferapontbikov@hotmail.com,"Kamensk-Shakhtinsky, nab. Industrial, d. 7 pp. 2/7, 297,911",33314,41961,M,127211,77265,1,
927,Angelica M. Gorshkov,"Art. Solnechnogorsk, nab. Foundry, d. 993 p. 5/4, 018 426",8 628 932 38 43,ljubomirprohorov@gmail.com,"of Terskol, bul. Pasture, d. 6/3 p. 72, 551873",32124,40978,F,170130,81864,1,1
928,Fokin Micah Anufrievich,"d. Kimry, bul. South, d. 7/6 in. 321 797 843",+7 449 035 2854,guri_59@rambler.ru,"from. Neftekamsk, trans. Highrise, d. 6/2, 786 117",36581,41987,M,,70501,,
929,Vlasov Sofia Vadimovna,"n. Tihoretsk, pr. Leskhozny, d. 4/1 754405",+75154261369,kuznetsovaelena@hotmail.com,"a. Kamyshin, ALL. Short, d. 4/4 p. 9/8, 089 225",24438,42173,F,,81727,,
930,Radim Vladislavovich Lukin,"Vladikavkaz, nab. Makarenko, d. 5 to. 40, 687 833",+7 599 154 95 07,oktjabrina1984@mail.ru,"d. Belokurikha lane. Ermak, d. 264, 645 011",24264,43441,M,,76457,,
931,Bragin Yemelyan Gavrilovic,"from. Kyren, nab. Krylov, d. 2 730 777",+73972836226,gorshkovanaina@hotmail.com,"n. Pskov, nab. Stadionnaya, d. To 3/1. 4, 729,689",31461,43249,M,151101,99458,1,
932,Shilov Nazar Trifonovich,"n. Labytnangi, trans. International, e. To 9/6. 77 882 054",+7 (638) 701-4830,agafon2004@mail.ru,"of Lazarevskoye, ul. Proletarshaya, d. 309 p. 3, 800,849",31249,41100,M,,75929,,1
933,Oksana Belyakova Timofeevna,"a. Magas Street. Poltavska, d. 956 pp. 414, 114 402",8 (735) 201-7490,grjabov@yandex.ru,"from. Skovorodino, ul. West, d. 227, 511 734",33467,42312,F,290919,98573,1,
934,Larisa Ilinichna Blinov,"Art. Dzhubga, nab. Olympic, d. 536 to. 87, 062 480",8 (690) 436-72-91,florentin_1995@rambler.ru,"n. Ust-Kalmanka, ALL. M.Gorky d. 8, 893 815",33758,43393,F,,87007,,1
935,Eleanor Ilinichna Solovyov,"COFO Balashikha, ALL. Ostrowski, d. 31, p. 4, 251986",80384326952,lazarevsidor@gmail.com,"d. Engels, nab. Razin, d. 3/2 in. 7/6, 063 402",35106,42189,F,195068,83299,1,
936,Bogdan Artemyevitch Burov,"a. Sheregesh Str. Orel, d. 9/1 p. 9/7, 012 291",81172567558,ponomarevnikifor@rambler.ru,"d. End of the Line, APL. Flower, d. 94 p. 4, 717,893",24090,42609,M,,77719,,
937,Budimir Z. Loginov,"a. Tokma, trans. Furmanova d. 145 to. 4, 036,354",+7 214 342 13 04,suhanovklavdi@yahoo.com,"Art. Surgut (Hunt.), Bd. Traktovaya d. 3/3 p. 9, 203 056",24335,41449,M,101043,94960,1,
938,Sysoev Photios Marsovich,"a. Dvina, trans. Poor Damian, d. 55 pp. 99, 631 261",+70740406449,markovaksenija@gmail.com,"a. Ulyanovsk, nab. Lyavonau, d. 3, 466,858",25985,43588,M,,84821,,1
939,Krasil'nikov Aristarchus Yevstigneyevich,"n. Bely Yar (Tomsk.) lane. Garage, d. 932, 625 819",8 050 825 8390,stepan_2005@gmail.com,"k. Trinity-Pechorsk, pr. Chaikinoi, d. 170, 686 663",34515,42215,M,,89936,,1
940,Sparrows Trifon Valer'yanovich,"a. Urjupinsk, nab. Brick, d. 604, pp. 50, 391 816",+73424657460,nikon2013@mail.ru,"d. Mining, sh. Apricot, d. 62 p. 2/3 369728",24706,43004,M,213987,68771,1,1
941,Rostislav Kazakov Yakubovich,"a. Podolsk, trans. Azure, d. 5/3 in. 7, 600699",+7 (530) 634-3017,uvarovapolina@rambler.ru,"n. Kargopol ALL. Marx, d. 9 k. 284, 386 965",31798,41284,M,,83253,,
942,Petr Popov Bronislavovich,"n. Mozdok, ul. Gogol, d. 5 pp. 7/1 517963",+77111884328,iosif2014@rambler.ru,"d. Shenkursk, ave. Shevchenko, d. 574 pp. 2 565 912",36544,43062,M,,91545,,
943,Margaret O. Titova,"Art. Svetlahorsk (Kalin.), Br. Autumn, d. 91 in. 47 811 684",8 (860) 260-0302,sofonkononov@hotmail.com,"Art. Narofominsk, pr. Morozova, d. 618 to. 8, 651 955",33635,43617,F,124426,100936,1,
944,Praskovya Eldarovna Ershov,"from. Chelyuskin, trans. Belinsky, d. 2 993 158",+7 (543) 696-64-29,merkushevtit@yandex.ru,"Lyubertsy, st. October, d. 2/4 in. 69 392160",32398,43741,F,171051,98442,1,1
945,Eugene Zakharovna Kononov,"Troitsk-Pechora, trans. Tchkalov, d. 222, 881 650",+7 930 741 44 10,agafon_1994@hotmail.com,"from. Gremyachinsk (Buryat-.), Bd. Thalmann, d. 2/8 in. 702 767 162",28084,42234,F,,98661,,
946,E. Vera Pavlova,"from. Achinsk, pr. Berry, d. 79 pp. 768, 888 839",+73982493160,pavlovkirill@yandex.ru,"COFO Rainbow, ALL. Schmidt, d. 3, 015,229",26169,43288,F,,81017,,
947,Solomon V. Gorbachev,"Art. Karpinsk, w. Aerodrome, d. 95 in. 747 111 485",8 (498) 877-88-07,anikita_89@gmail.com,"Art. Malaya Vishera, nab. May 9, d. 6, 783,202",35051,42118,M,136772,96436,1,
948,Titov Sofia Fedorovna,"a. Mozhga Str. Volkova, d. 5, 897,996",+7 116 681 1315,nikodimkudrjashov@rambler.ru,"n. Tymovskoe blvd. Partizansky d. 87 p. 1, 109263",33307,42723,F,,89987,,
949,Nathan Valer'yanovich Mamontov,"n. kirovsk (Lenin.), br. Smirnova, d. 15 to. 57, 188321",+7 788 956 05 48,moise_1993@hotmail.com,"n. Derbent, bul. Specialists, d. 632, 573 257",37078,42286,M,,73354,,1
950,Julia A. Lavrentiev,"from. Kirzhach Str. Green, d. 630 to. 765, 259 852",87006393710,tatjana_46@mail.ru,"COFO Domodedovo, nab. Spataka, d. To 2/3. 6/3, 649,909",31718,43117,F,,87400,,1
951,Fortunat Zhanovich Samsonov,"d. New Urengoy, nab. Spartacus, d. 817 p. 6/5, 069 655",8 (154) 604-77-19,kotovapollon@yandex.ru,"COFO Taishet, w. Nakhimova d. 9 pp. 148, 260 350",34671,43624,M,258858,69337,1,
952,Galina Vorobyova Kuzminichna,"Art. Gorodovikovsk, w. Cross, d. 8 pp. 22, 641 828",8 652 331 1659,prohor_1980@rambler.ru,"Mr. Silver Ponds, etc. Pervomayskaya. 12 959 181",34530,43590,F,,87673,,
953,Ravens Micah Kharitonovich,"Art. Elbrus, ALL. Ul'yanova, d. 9, 597 222",8 190 601 8078,galaktion2016@hotmail.com,Vereschagino (Perm.) ALL. Borovaya. 76 in. 884 850 340,33229,41621,M,245080,77126,1,
954,Zinaida Yulyevna SELIVERSTOVA,"a. Alapaevsk, bul. 40 October, d. 73 in. 991 567 875",8 005 735 6271,anna_2018@rambler.ru,"a. Dvina, ul. Lermontov, d. 90 pp. 916, 837 914",31381,42364,F,174201,120654,1,
955,Agafonov Claudia B.,"from. Vsevolozhsk, w. 30 Years of Victory, d. 5, pp. 27, 891 427",82043152182,luchezarstepanov@rambler.ru,"from. Dalmatovo Str. Paris Commune, d. 33, 182 135",28787,42285,F,,62852,,
956,Marina Nathanovna Pakhomov,"a. Verkhoyansk, w. Volkova, d. To 7/2. 9, 202217",+7 (042) 449-4929,vitalistrelkov@yahoo.com,"Art. Tobolsk, trans. Olympic, d. 738 to. 120, 489507",23886,43048,F,,89761,,1
957,Carl Anisimovich Kostin,"of Narym, nab. Marx, d. 35 p. 6/1 952801",+7 (226) 720-78-03,veniamin2007@mail.ru,"d. Lysva ALL. Yeniseyskaya, d. 238 to. 50, 776 459",32073,41030,M,,67100,,1
958,Stepanov Ephraim Fadeevich,"Art. Elbrus, bul. Medical, d. 70 pp. 899, 405 709",+7 660 646 27 42,kuzminapelageja@mail.ru,"n. Khimki, pr. Griboedova. 8/4, 506,318",27303,43341,M,143270,71273,1,
959,Angelica Matveevna Kovalev,"Uglich, ALL. Mayakovskogo d. 8 pp. 1/7, 519,120",80499205065,mirbeljakov@gmail.com,"of Terskol, w. Lesozavodsk, d. 799, 847 937",35270,43190,F,,88411,,
960,Kuzmin Vitaly Vilorovich,"d. Novorossiysk, ALL. Maitland, d. To 9. 8, 461661",+71216373120,kalashnikovaanzhela@hotmail.com,"d. Petropavlovsk-Kamchatsky, bul. Short, d. To 9. 65, 046 260",31177,42941,M,,64389,,
961,Benedict Artemyevitch Vishnjakov,"Art. Lyantor, w. Papanin, d. 2/4, 722 394",8 (168) 079-34-51,nikon_30@yahoo.com,"Art. Svetlahorsk (Kalin.), Str. DEN, e. 914 p. 54, 745942",30019,43070,M,,79251,,
962,Evgenia Belousova,"of Kosh-Agach, w. Post, d. 337 pp. 540, 833 716",8 430 038 2445,korolevdorofe@hotmail.com,"Snezhinsk, ALL. Cool, d. 797, 280 363",24074,41540,F,,69264,,
963,Agatha Vladislavovna Maximova,"from. Verkhny Ufaley, nab. Sermon, d. 6/4, 672 182",8 573 953 75 23,terentevanadezhda@mail.ru,"Art. Dudinka, trans. Pioneer, d. 8/1 to. 2 782 301",36010,41478,F,,71309,,
964,Valery Nikolaev Zakharovna,"from. Serednikovo, ALL. Krupskoi d. 790, 419 863",+7 480 772 2787,polikarp_2006@mail.ru,"a. Zavodoukovsk, w. 9 January, d. 7/2 pp. 729, 040 638",36731,42416,F,,87930,,1
965,Nikon V. Gerasimov,"COFO Sosva (Hunt.), nab. Festival, d. 903 p. 2/7, 956 700",8 (601) 738-3033,radislav_18@hotmail.com,"d. Kataysk, pr. Metallistov d. 26, 198 279",26253,43386,M,214169,91720,1,
966,Isakov Zoe Zakharovna,"d. Partizansk, ul. Serafimovich, d. 1/4, 801 893",+7 293 537 5320,leonti_1982@rambler.ru,"a. Barrow, nab. 8 Marta, d. 5 pp. 960, 962 640",33885,42775,F,,89569,,1
967,Epiphanes T. Kononov,"a. Borovsk, trans. Jolly, d. 8, 867 894",8 (342) 504-5338,mvasilev@mail.ru,"COFO Kotelnich, trans. Paris Commune, d. 7 to. 4, 439,862",30393,42668,M,,68022,,
968,Alevtina Medvedev Haritonovna,"a. Ishim, ALL. Caucasian, d. 93 p. 6/1 351689",81643700547,foti_1976@gmail.com,"Art. Tikhvin, trans. Ushakov, d. 6/2 in. 5/7, 159540",28348,42734,F,259238,79354,1,
969,Gorbunova Ksenia Haritonovna,"COFO Kalac, pr. Krasnogvardejskiy, d. 3, p. 5, 819,497",+7 252 218 83 92,merkushevfoka@yahoo.com,"COFO Rubtzovsk, ave. Hay, d. 843 to. 15, 762 995",23500,42386,F,,66199,,
970,Dementieva Marina Vladislavovna,"a. Shilka, ul. Comintern, d. 12 k. 3/7 662845",8 (591) 869-79-65,pantelemontimofeev@yahoo.com,"a. Suzdal, trans. Griboyedov, d. 864, 051 112",31932,43032,F,199414,80022,1,1
971,Lobanov Pankraty Antipovich,"Art. Khanty-Mansiysk, trans. Sanatorium, d. 336 to. 8, 876 340",+76009935268,aristarh03@mail.ru,"Kirishi, ALL. Kuznetsova, d. 9 pp. 50, 242 871",31536,43083,M,145072,76387,1,
972,Maria Subbotina Timofeevna,"k. Yurovskaya, pr. Tchaikovsky, d. 39 k. 5/8 067323",8 205 103 26 86,maksimstrelkov@hotmail.com,"from. Arkhangelsk, pr. Rosa Luxemburg, d. 19 to. 1 869 051",26355,43786,F,,89141,,1
973,Marian Ignatovich Tikhonov,"a. Elec, trans. Tips, d. 4/5, 148 610",8 (384) 270-1012,avksenti1974@yahoo.com,"a. Aleksandrovsk, w. Kol'tsov, d. 1 k. 884, 781 059",31355,42056,M,,98254,,
974,Onufry Vlasovich Sysoev,"Mr. Dombay, trans. February, d. 31, p. 5/8 932408",8 (134) 057-9641,gusevafinogen@yandex.ru,"COFO Gubkin, nab. Tyulenin, d. 71 p. 6/3 220655",33346,42510,M,,77287,,
975,Ermakova Taisiya Sergeevna,"Art. Beloyarsky, w. Chaikinoi, d. 76 027 387",+7 (526) 261-4523,maslovdanila@rambler.ru,"d. Yurievets (Ivan.), str. Clear, d. 58, 643 429",22663,42310,F,231035,88175,1,1
976,Vinogradov Kim Gerasimov,"n. Amursk, bul. Foundry, d. 7, 750,644",+7 (267) 603-05-90,rostislav55@yahoo.com,"Domodedovo, trans. Voroshilov, d. To 5/9. 1 700 218",37544,42776,M,226637,62501,1,
977,Kudryashov Ostap Adamovich,"a. Nartkala, ALL. Karl Marx, d. 804, p. 4/8, 146 406",8 (782) 136-6086,fortunat_1997@rambler.ru,"Art. Taganrog, ALL. Dachnaya, d. 66 k. 6/6 971312",36007,41622,M,172578,80578,1,
978,Thekla Zakharovna Zakharova,"a. Belgorod, trans. Victory, d. 1 760 513",85975693809,vishnjakovanatalja@mail.ru,"of Shamar, trans. Volkova, d. 144 p. 1, 457,284",34782,43676,F,215769,82077,1,
979,Oleg V. Fomin,"n. Kotel'nich Str. Voljskaya, d. 162 to. 172, 812 892",+70541848845,ljudmila_28@rambler.ru,"n. Ust-Barguzin, nab. Victory, d. 953 to. 98, 816 902",24244,42423,M,,85904,,
980,Faith Ruslanovna Evseev,"from. Achkhoy-Martan, ALL. Kommunarov d. 348 p. 3, 701,714",8 (929) 024-90-06,timofeevantip@yandex.ru,"Art. Urengoy, nab. Azovskaya, d. 228 to. 31, 692 036",26660,41700,F,202607,91572,1,
981,Artem F. Orlov,"Breda Street. Budyonny, d. 22, p. 1/7, 830 349",+7 (782) 982-15-17,semenovvadim@yahoo.com,"n. Izberbash, ALL. Stakhanovskaya, d. 411, 145911",28586,42478,M,296046,78400,1,
982,Zhuravlev Love Filippovich,"a. Magnitogorsk, nab. Builders, d. 64 pp. 275, 876 314",8 (903) 715-91-56,blinovignati@hotmail.com,"n. Severo-Kurilsk, nab. Komsomolskaya. 22, 786 954",35249,41825,M,,69705,,
983,Molchanov Victoria F.,"n. Urengoi, ALL. Floatable, d. 3/5 to. 2 410 272",+7 (455) 143-46-62,zinaida21@gmail.com,"Mineralnye Vody, ALL. Revolutionary, d. 503 to. 2 305932",25840,43318,F,,109267,,
984,Shcherbakov Aristarchus Gavrilovic,"n. Suzdal, w. Floatable, d. 899, 307 184",+7 850 305 8474,zinovevaagata@yahoo.com,"Veliky Ustyug, w. Oilers, d. 4/9, pp. 570, 995 246",34265,41544,M,,99613,,1
985,Kabanov Simon Arsenijevic,"COFO Rostov-on-Don, ALL. Garden, d. 3 to. 87, 280 812",+78218293964,wsamolov@gmail.com,"from. Uglich, ALL. Zaprudnaya, d. 48 to. 8, 952 914",24409,42697,M,,76632,,
986,Tatiana Filip Zykov,"a. Holmogory blvd. Berry, d. 9/7 in. 7/3 325715",+7 (531) 113-9477,klobanova@mail.ru,"from. Gatchina, w. Surikov, d. 97 p. 71, 564860",22411,43768,F,,83258,,
987,Lukin Alina Gennadievna,"d. Clear (Orenbah.), Acad. Chaikinoi, d. 649, 811 353",8 (059) 665-0153,suhanovernst@hotmail.com,"n. Oktyabrskoe (Chelyaba.) Emb. Ordjonikidze, d. To 9. 42, 259442",25892,42382,F,,83222,,1
988,Ignatov Sofron Eremeevich,"n. Yuzhno-Kurilsk, ALL. Kutuzova, d. 520, p. 6/4 380570",+7 979 362 38 73,velimirsimonov@rambler.ru,"COFO Chebarkul, trans. Razin, d. 2/1 in. 632 135 846",35319,43053,M,,75638,,
989,Zhukov Taisa Semyonovna,"COFO Stary Oskol, bul. Red partisans, d. 324, 275757",+7 435 444 38 80,frol03@hotmail.com,"COFO Petropavlovsk-Kamchatsky, w. Kuznetsk, d. 285 pp. 44, 791 310",37160,42472,F,,90329,,
990,Ratmir Ilyasovich Lytkin,"a. Birsk, trans. Vakhitova, d. 845 p. 3/2, 663 172",+70325859190,ljubosmisl05@yandex.ru,"from. Sharjah, ALL. Stavropolskaya, d. 9/5 p. 2 948 987",33254,41479,M,112736,89227,1,
991,Evlampy Edgarovich Fokin,"Art. Sheregesh, ul. Subtilis, d. 611 p. 2/6, 614,857",+7 726 069 05 89,gostomisl_90@hotmail.com,"d. Mirnyi, ul. Rostov, d. 6/3 p. 6, 137558",32102,42205,M,,92695,,1
